0	2019-05-01 19:18:47	msgid: 108230912
1	2019-05-01 19:18:59	msgid: 188440747
0	2019-05-01 21:44:29	msgid: 106017039
0	2019-05-02 13:45:36	msgid: 1849740104
1	2019-05-02 13:45:36	msgid: 103099910
0	2019-05-02 22:01:52	msgid: 103119436
1	2019-05-02 22:01:55	msgid: 105937214
0	2019-05-03 10:00:46	msgid: 103119437
0	2019-05-03 19:09:04	msgid: 102559992
1	2019-05-03 19:09:04	msgid: 108220943
0	2019-05-04 11:14:23	msgid: 103119440
0	2019-05-04 23:26:54	msgid: 103119442
0	2019-05-05 12:42:32	msgid: 103099927
0	2019-05-10 22:07:10	msgid: 1849740141
1	2019-05-10 22:07:10	msgid: 103099953
0	2019-05-11 22:03:13	msgid: 111772429
1	2019-05-11 22:03:16	msgid: 2319850037
0	2019-05-12 22:08:26	msgid: 111772434
0	2019-05-17 15:35:46	msgid: 2515370017
1	2019-05-17 15:35:50	msgid: 2517440017
0	2019-05-17 23:12:27	msgid: 2517440020
1	2019-05-17 23:12:30	msgid: 2519490012
0	2019-05-18 16:13:22	msgid: 2514410023
1	2019-05-18 16:13:23	msgid: 2517450018
0	2019-05-18 22:52:18	msgid: 2519490019
0	2019-05-19 12:34:07	msgid: 2517430029
0	2019-05-20 18:49:52	msgid: 2513560025
1	2019-05-20 18:49:55	msgid: 2514400025
0	2019-05-24 18:37:54	msgid: 2513530045
0	2019-05-25 01:29:29	msgid: 2519490048
0	2019-05-25 21:57:22	msgid: 102030016
1	2019-05-25 21:57:25	msgid: 2519490052
0	2019-05-26 22:04:58	msgid: 2517440057
0	2019-05-30 22:03:20	msgid: 2513550070
0	2019-06-05 17:47:32	msgid: 2513550092
0	2019-06-07 00:25:18	msgid: 2514410099
1	2019-06-07 00:25:18	msgid: 2517430101
0	2019-06-07 19:51:54	msgid: 2515370097
1	2019-06-07 19:51:55	msgid: 2517440105
0	2019-06-08 00:44:18	msgid: 2513560093
0	2019-06-09 01:10:44	msgid: 2513540110
0	2019-06-10 22:21:45	msgid: 2519490119
0	2019-06-14 22:12:42	msgid: 2519490135
0	2019-06-22 10:00:07	msgid: 2513530154
0	2019-07-01 22:00:47	msgid: 2514400181
1	2019-07-01 22:00:51	msgid: 2514720176
0	2019-07-02 19:31:05	msgid: 2517450193
0	2019-07-05 17:15:03	msgid: 3638370091
0	2019-07-06 22:12:26	msgid: 3658954819
1	2019-07-06 22:12:26	msgid: 3670006995
0	2019-07-07 22:56:54	msgid: 3689034735
0	2019-07-12 13:55:21	msgid: 2519490225
1	2019-07-12 13:55:26	msgid: 3648830017
0	2019-07-14 07:25:33	msgid: 2513540225
1	2019-07-14 07:25:36	msgid: 2517440219
0	2019-07-15 23:09:59	msgid: 2517490221
0	2019-07-17 23:48:39	msgid: 3888669236
0	2019-07-19 23:13:10	msgid: 3917840551
0	2019-07-20 13:08:32	msgid: 3936990421
0	2019-07-21 13:11:05	msgid: 3955425894
0	2019-07-25 23:33:09	msgid: 4043033554
0	2019-07-27 14:51:54	msgid: 4023410017
1	2019-07-27 14:51:59	msgid: 4072105550
0	2019-07-28 00:58:27	msgid: 4042780010
1	2019-07-28 00:58:27	msgid: 4081940795
0	2019-07-29 22:39:00	msgid: 112098668
0	2019-08-01 23:07:25	msgid: 177381859
1	2019-08-01 23:07:25	msgid: 179050431
0	2019-08-02 23:33:17	msgid: 200356528
1	2019-08-02 23:33:21	msgid: 198831494
0	2019-08-03 13:11:40	msgid: 210299952
1	2019-08-03 13:11:44	msgid: 212674766
0	2019-08-04 00:45:26	msgid: 218956642
1	2019-08-04 00:45:31	msgid: 224568285
0	2019-08-04 15:01:38	msgid: 228856537
0	2019-08-07 22:26:30	msgid: 290355017
0	2019-08-11 00:27:49	msgid: 359671189
0	2019-08-16 15:51:16	msgid: 470164049
1	2019-08-16 15:51:16	msgid: 472144699
0	2019-08-19 22:12:09	msgid: 510210012
1	2019-08-19 22:12:13	msgid: 514437862
0	2019-09-13 01:43:24	msgid: 407485729
1	2019-09-13 01:43:24	msgid: 417442758
2	2019-09-13 01:43:24	msgid: 490382111
2	2019-09-13 01:43:24	msgid: 496716386
0	2020-01-27 11:27:52	msgid: 3897091346
1	2020-01-27 11:27:56	msgid: 3986972513
1	2020-01-27 11:27:56	msgid: 114192506
1	2020-01-27 11:27:56	msgid: 148754124
1	2020-01-27 11:27:56	msgid: 196886337
1	2020-01-27 11:27:56	msgid: 301961045
1	2020-01-27 11:27:56	msgid: 355106099
1	2020-01-27 11:27:56	msgid: 456000247
0	2020-05-13 00:38:10	msgid: 1580194278
1	2020-05-13 00:38:13	msgid: 1684095433
1	2020-05-13 00:38:13	msgid: 1692794005
1	2020-05-13 00:38:13	msgid: 1692036928
1	2020-05-13 00:38:13	msgid: 1702620789
1	2020-05-13 00:38:13	msgid: 1748810452
1	2020-05-13 00:38:13	msgid: 1852603526
1	2020-05-13 00:38:13	msgid: 1853913599
1	2020-05-13 00:38:13	msgid: 1871389246
1	2020-05-13 00:38:13	msgid: 1872701565
0	2020-05-13 20:15:03	msgid: 1580194278
1	2020-05-13 20:15:04	msgid: 1684095433
1	2020-05-13 20:15:04	msgid: 1692794005
1	2020-05-13 20:15:04	msgid: 1692036928
1	2020-05-13 20:15:04	msgid: 1702620789
1	2020-05-13 20:15:04	msgid: 1748810452
1	2020-05-13 20:15:04	msgid: 1852603526
1	2020-05-13 20:15:04	msgid: 1853913599
1	2020-05-13 20:15:04	msgid: 1871389246
1	2020-05-13 20:15:04	msgid: 1872701565
0	2020-05-14 00:23:18	msgid: 1580194278
1	2020-05-14 00:23:18	msgid: 1684095433
1	2020-05-14 00:23:18	msgid: 1692794005
1	2020-05-14 00:23:18	msgid: 1692036928
1	2020-05-14 00:23:18	msgid: 1702620789
1	2020-05-14 00:23:18	msgid: 1748810452
1	2020-05-14 00:23:18	msgid: 1852603526
1	2020-05-14 00:23:18	msgid: 1853913599
2	2020-05-14 00:23:22	msgid: 1871389246
2	2020-05-14 00:23:22	msgid: 1872701565
0	2020-05-14 20:14:47	msgid: 1580194278
1	2020-05-14 20:14:51	msgid: 1684095433
1	2020-05-14 20:14:51	msgid: 1692794005
1	2020-05-14 20:14:51	msgid: 1692036928
1	2020-05-14 20:14:51	msgid: 1702620789
1	2020-05-14 20:14:51	msgid: 1748810452
1	2020-05-14 20:14:51	msgid: 1852603526
1	2020-05-14 20:14:51	msgid: 1853913599
1	2020-05-14 20:14:51	msgid: 1871389246
1	2020-05-14 20:14:51	msgid: 1872701565
0	2020-05-15 00:38:26	msgid: 1580194278
1	2020-05-15 00:38:27	msgid: 1684095433
1	2020-05-15 00:38:27	msgid: 1692794005
1	2020-05-15 00:38:27	msgid: 1692036928
1	2020-05-15 00:38:27	msgid: 1702620789
1	2020-05-15 00:38:27	msgid: 1748810452
2	2020-05-15 00:38:30	msgid: 1852603526
2	2020-05-15 00:38:30	msgid: 1853913599
2	2020-05-15 00:38:30	msgid: 1871389246
2	2020-05-15 00:38:30	msgid: 1872701565
0	2020-05-21 14:50:46	msgid: 2073012146
0	2020-05-23 15:50:15	msgid: 2112081762
0	2020-05-23 21:05:24	msgid: 2117943736
0	2020-05-25 22:09:59	msgid: 2135961531
0	2020-05-26 22:08:12	msgid: 2167387083
1	2020-05-26 22:14:56	msgid: 2167387083
0	2020-05-27 22:58:50	msgid: 2185315179
0	2020-05-29 00:16:17	msgid: 2210795132
0	2020-05-29 22:21:17	msgid: 2233351045
1	2020-05-29 22:26:46	msgid: 2233351045
0	2020-06-01 10:12:39	msgid: 2262954667
1	2020-06-01 10:12:43	msgid: 2268362596
